crop,yield,year,state,county
CORN,290,2022,ILLINOIS,PEORIA
CORN,182,2022,ILLINOIS,STARK
CORN,861,2022,ILLINOIS,TAZEWELL
CORN,80,2022,ILLINOIS,WOODFORD
CORN,,2022,ILLINOIS,CHAMPAIGN
CORN,41,2022,ILLINOIS,FORD
CORN,,2022,ILLINOIS,IROQUOIS
CORN,,2022,ILLINOIS,KANKAKEE
CORN,285,2022,ILLINOIS,LIVINGSTON
CORN,,2022,ILLINOIS,PIATT
CORN,,2022,ILLINOIS,VERMILION
CORN,607,2022,ILLINOIS,BOND
CORN,87,2022,ILLINOIS,CHRISTIAN
CORN,157,2022,ILLINOIS,GREENE
CORN,204,2022,ILLINOIS,JERSEY
CORN,"1,335",2022,ILLINOIS,MACOUPIN
CORN,513,2022,ILLINOIS,MADISON
CORN,416,2022,ILLINOIS,MONTGOMERY
CORN,637,2022,ILLINOIS,MORGAN
CORN,175,2022,ILLINOIS,PIKE
CORN,294,2022,ILLINOIS,SANGAMON
CORN,454,2022,ILLINOIS,SCOTT
CORN,,2022,ILLINOIS,CLARK
CORN,,2022,ILLINOIS,CLAY
CORN,,2022,ILLINOIS,COLES
CORN,242,2022,ILLINOIS,CUMBERLAND
CORN,69,2022,ILLINOIS,DOUGLAS
CORN,,2022,ILLINOIS,EDGAR
CORN,809,2022,ILLINOIS,EFFINGHAM
CORN,279,2022,ILLINOIS,FAYETTE
CORN,958,2022,ILLINOIS,JASPER
CORN,145,2022,ILLINOIS,MARION
CORN,197,2022,ILLINOIS,MOULTRIE
CORN,,2022,ILLINOIS,RICHLAND
CORN,371,2022,ILLINOIS,SHELBY
CORN,"5,965",2022,ILLINOIS,CLINTON
CORN,522,2022,ILLINOIS,JACKSON
CORN,570,2022,ILLINOIS,MONROE
CORN,198,2022,ILLINOIS,PERRY
CORN,457,2022,ILLINOIS,RANDOLPH
CORN,633,2022,ILLINOIS,ST CLAIR
CORN,,2022,ILLINOIS,UNION
CORN,"2,748",2022,ILLINOIS,WASHINGTON
CORN,546,2022,ILLINOIS,EDWARDS
CORN,620,2022,ILLINOIS,FRANKLIN
CORN,238,2022,ILLINOIS,HAMILTON
CORN,,2022,ILLINOIS,JEFFERSON
CORN,,2022,ILLINOIS,POPE
CORN,,2022,ILLINOIS,SALINE
CORN,,2022,ILLINOIS,WABASH
CORN,1,2022,ILLINOIS,STEPHENSON
CORN,1,2022,ILLINOIS,SCHUYLER
CORN,1,2022,ILLINOIS,MCLEAN
CORN,11,2022,ILLINOIS,BUREAU
CORN,8,2022,ILLINOIS,CARROLL
CORN,5,2022,ILLINOIS,HENRY
CORN,38,2022,ILLINOIS,JO DAVIESS
CORN,7,2022,ILLINOIS,LEE
CORN,3,2022,ILLINOIS,MERCER
CORN,4,2022,ILLINOIS,OGLE
CORN,8,2022,ILLINOIS,ROCK ISLAND
CORN,20,2022,ILLINOIS,STEPHENSON
CORN,5,2022,ILLINOIS,WHITESIDE
CORN,4,2022,ILLINOIS,WINNEBAGO
CORN,2,2022,ILLINOIS,BOONE
CORN,6,2022,ILLINOIS,DE KALB
CORN,1,2022,ILLINOIS,KENDALL
CORN,2,2022,ILLINOIS,LAKE
CORN,3,2022,ILLINOIS,MCHENRY
CORN,8,2022,ILLINOIS,ADAMS
CORN,6,2022,ILLINOIS,BROWN
CORN,17,2022,ILLINOIS,FULTON
CORN,7,2022,ILLINOIS,HANCOCK
CORN,4,2022,ILLINOIS,HENDERSON
CORN,17,2022,ILLINOIS,KNOX
CORN,9,2022,ILLINOIS,MCDONOUGH
CORN,4,2022,ILLINOIS,SCHUYLER
CORN,2,2022,ILLINOIS,WARREN
CORN,2,2022,ILLINOIS,DE WITT
CORN,6,2022,ILLINOIS,LOGAN
CORN,7,2022,ILLINOIS,MCLEAN
CORN,2,2022,ILLINOIS,MARSHALL
CORN,6,2022,ILLINOIS,MASON
CORN,4,2022,ILLINOIS,MENARD
CORN,10,2022,ILLINOIS,PEORIA
CORN,4,2022,ILLINOIS,STARK
CORN,4,2022,ILLINOIS,TAZEWELL
CORN,3,2022,ILLINOIS,WOODFORD
CORN,3,2022,ILLINOIS,FORD
CORN,1,2022,ILLINOIS,IROQUOIS
CORN,1,2022,ILLINOIS,KANKAKEE
CORN,1,2022,ILLINOIS,LIVINGSTON
CORN,2,2022,ILLINOIS,VERMILION
CORN,3,2022,ILLINOIS,BOND
CORN,3,2022,ILLINOIS,CHRISTIAN
CORN,5,2022,ILLINOIS,GREENE
CORN,7,2022,ILLINOIS,JERSEY
CORN,10,2022,ILLINOIS,MACOUPIN
CORN,15,2022,ILLINOIS,MADISON
CORN,3,2022,ILLINOIS,MONTGOMERY
CORN,4,2022,ILLINOIS,MORGAN
CORN,11,2022,ILLINOIS,PIKE
CORN,2,2022,ILLINOIS,SANGAMON
CORN,5,2022,ILLINOIS,SCOTT
CORN,1,2022,ILLINOIS,CLARK
CORN,2,2022,ILLINOIS,COLES
CORN,2,2022,ILLINOIS,CUMBERLAND
CORN,5,2022,ILLINOIS,DOUGLAS
CORN,1,2022,ILLINOIS,EDGAR
CORN,4,2022,ILLINOIS,EFFINGHAM
CORN,8,2022,ILLINOIS,FAYETTE
CORN,6,2022,ILLINOIS,JASPER
CORN,5,2022,ILLINOIS,MARION
CORN,6,2022,ILLINOIS,MOULTRIE
CORN,4,2022,ILLINOIS,RICHLAND
CORN,1,2022,ILLINOIS,SHELBY
CORN,4,2022,ILLINOIS,CLINTON
CORN,2,2022,ILLINOIS,JACKSON
CORN,2,2022,ILLINOIS,RANDOLPH
CORN,7,2022,ILLINOIS,ST CLAIR
CORN,9,2022,ILLINOIS,WASHINGTON
CORN,3,2022,ILLINOIS,EDWARDS
CORN,2,2022,ILLINOIS,JEFFERSON
CORN,2,2022,ILLINOIS,SALINE
CORN,2,2022,ILLINOIS,BUREAU
CORN,3,2022,ILLINOIS,CARROLL
CORN,11,2022,ILLINOIS,JO DAVIESS
CORN,3,2022,ILLINOIS,OGLE
CORN,1,2022,ILLINOIS,PUTNAM
CORN,5,2022,ILLINOIS,STEPHENSON
CORN,2,2022,ILLINOIS,WHITESIDE
CORN,1,2022,ILLINOIS,WINNEBAGO
CORN,1,2022,ILLINOIS,BOONE
CORN,2,2022,ILLINOIS,DE KALB
CORN,1,2022,ILLINOIS,ADAMS
CORN,3,2022,ILLINOIS,FULTON
CORN,1,2022,ILLINOIS,HANCOCK
CORN,1,2022,ILLINOIS,HENDERSON
CORN,1,2022,ILLINOIS,KNOX
CORN,3,2022,ILLINOIS,MCDONOUGH
CORN,1,2022,ILLINOIS,CHAMPAIGN
CORN,1,2022,ILLINOIS,KANKAKEE
CORN,2,2022,ILLINOIS,BOND
CORN,1,2022,ILLINOIS,MACOUPIN
CORN,1,2022,ILLINOIS,MADISON
CORN,3,2022,ILLINOIS,MORGAN
CORN,2,2022,ILLINOIS,SANGAMON
CORN,3,2022,ILLINOIS,EFFINGHAM
CORN,4,2022,ILLINOIS,JASPER
CORN,19,2022,ILLINOIS,CLINTON
CORN,1,2022,ILLINOIS,JACKSON
CORN,1,2022,ILLINOIS,MONROE
CORN,3,2022,ILLINOIS,RANDOLPH
CORN,2,2022,ILLINOIS,ST CLAIR
CORN,10,2022,ILLINOIS,WASHINGTON
CORN,2,2022,ILLINOIS,FRANKLIN
CORN,1,2022,ILLINOIS,BUREAU
CORN,7,2022,ILLINOIS,CARROLL
CORN,3,2022,ILLINOIS,HENRY
CORN,20,2022,ILLINOIS,JO DAVIESS
CORN,3,2022,ILLINOIS,MERCER
CORN,8,2022,ILLINOIS,OGLE
CORN,6,2022,ILLINOIS,ROCK ISLAND
CORN,28,2022,ILLINOIS,STEPHENSON
CORN,2,2022,ILLINOIS,WHITESIDE
CORN,10,2022,ILLINOIS,WINNEBAGO
CORN,5,2022,ILLINOIS,BOONE
CORN,7,2022,ILLINOIS,DE KALB
CORN,3,2022,ILLINOIS,KANE
CORN,1,2022,ILLINOIS,LA SALLE
CORN,8,2022,ILLINOIS,MCHENRY
CORN,6,2022,ILLINOIS,ADAMS
CORN,1,2022,ILLINOIS,BROWN
CORN,6,2022,ILLINOIS,FULTON
CORN,6,2022,ILLINOIS,HANCOCK
CORN,5,2022,ILLINOIS,HENDERSON
CORN,1,2022,ILLINOIS,KNOX
CORN,5,2022,ILLINOIS,DE WITT
CORN,1,2022,ILLINOIS,LOGAN
CORN,5,2022,ILLINOIS,MCLEAN
CORN,2,2022,ILLINOIS,PEORIA
CORN,3,2022,ILLINOIS,STARK
CORN,10,2022,ILLINOIS,TAZEWELL
CORN,1,2022,ILLINOIS,WOODFORD
CORN,2,2022,ILLINOIS,IROQUOIS
CORN,5,2022,ILLINOIS,LIVINGSTON
CORN,9,2022,ILLINOIS,BOND
CORN,2,2022,ILLINOIS,CHRISTIAN
CORN,3,2022,ILLINOIS,GREENE
CORN,2,2022,ILLINOIS,JERSEY
CORN,6,2022,ILLINOIS,MACOUPIN
CORN,4,2022,ILLINOIS,MADISON
CORN,9,2022,ILLINOIS,MONTGOMERY
CORN,1,2022,ILLINOIS,MORGAN
CORN,1,2022,ILLINOIS,SANGAMON
CORN,5,2022,ILLINOIS,SCOTT
CORN,1,2022,ILLINOIS,CLAY
CORN,5,2022,ILLINOIS,CUMBERLAND
CORN,4,2022,ILLINOIS,EFFINGHAM
CORN,4,2022,ILLINOIS,FAYETTE
CORN,2,2022,ILLINOIS,JASPER
CORN,1,2022,ILLINOIS,MARION
CORN,3,2022,ILLINOIS,MOULTRIE
CORN,1,2022,ILLINOIS,RICHLAND
CORN,2,2022,ILLINOIS,SHELBY
CORN,18,2022,ILLINOIS,CLINTON
CORN,6,2022,ILLINOIS,JACKSON
CORN,10,2022,ILLINOIS,MONROE
CORN,4,2022,ILLINOIS,PERRY
CORN,1,2022,ILLINOIS,RANDOLPH
CORN,4,2022,ILLINOIS,ST CLAIR
CORN,1,2022,ILLINOIS,UNION
CORN,5,2022,ILLINOIS,WASHINGTON
CORN,2,2022,ILLINOIS,EDWARDS
CORN,6,2022,ILLINOIS,FRANKLIN
CORN,8,2022,ILLINOIS,HAMILTON
CORN,1,2022,ILLINOIS,POPE
CORN,5,2022,ILLINOIS,JO DAVIESS
CORN,1,2022,ILLINOIS,OGLE
CORN,1,2022,ILLINOIS,ROCK ISLAND
CORN,6,2022,ILLINOIS,STEPHENSON
CORN,3,2022,ILLINOIS,MCHENRY
CORN,6,2022,ILLINOIS,BROWN
CORN,1,2022,ILLINOIS,FULTON
CORN,1,2022,ILLINOIS,MCLEAN
CORN,1,2022,ILLINOIS,PIATT
CORN,1,2022,ILLINOIS,SHELBY
CORN,6,2022,ILLINOIS,CLINTON
CORN,2,2022,ILLINOIS,WASHINGTON
CORN,1,2022,ILLINOIS,EDWARDS
CORN,2,2022,ILLINOIS,WABASH
CORN,1,2022,ILLINOIS,CARROLL
CORN,1,2022,ILLINOIS,OGLE
CORN,1,2022,ILLINOIS,STEPHENSON
CORN,1,2022,ILLINOIS,LAKE
CORN,1,2022,ILLINOIS,IROQUOIS
CORN,1,2022,ILLINOIS,MACOUPIN
CORN,1,2022,ILLINOIS,RICHLAND
CORN,14,2022,ILLINOIS,BUREAU
CORN,19,2022,ILLINOIS,CARROLL
CORN,8,2022,ILLINOIS,HENRY
CORN,74,2022,ILLINOIS,JO DAVIESS
CORN,7,2022,ILLINOIS,LEE
CORN,6,2022,ILLINOIS,MERCER
CORN,17,2022,ILLINOIS,OGLE
CORN,1,2022,ILLINOIS,PUTNAM
CORN,15,2022,ILLINOIS,ROCK ISLAND
CORN,61,2022,ILLINOIS,STEPHENSON
CORN,9,2022,ILLINOIS,WHITESIDE
CORN,15,2022,ILLINOIS,WINNEBAGO
CORN,8,2022,ILLINOIS,BOONE
CORN,15,2022,ILLINOIS,DE KALB
CORN,3,2022,ILLINOIS,KANE
CORN,1,2022,ILLINOIS,KENDALL
CORN,3,2022,ILLINOIS,LAKE
CORN,1,2022,ILLINOIS,LA SALLE
CORN,14,2022,ILLINOIS,MCHENRY
CORN,15,2022,ILLINOIS,ADAMS
CORN,13,2022,ILLINOIS,BROWN
CORN,27,2022,ILLINOIS,FULTON
CORN,14,2022,ILLINOIS,HANCOCK
CORN,10,2022,ILLINOIS,HENDERSON
CORN,19,2022,ILLINOIS,KNOX
CORN,12,2022,ILLINOIS,MCDONOUGH
CORN,5,2022,ILLINOIS,SCHUYLER
CORN,2,2022,ILLINOIS,WARREN
CORN,7,2022,ILLINOIS,DE WITT
CORN,7,2022,ILLINOIS,LOGAN
CORN,14,2022,ILLINOIS,MCLEAN
CORN,2,2022,ILLINOIS,MARSHALL
CORN,6,2022,ILLINOIS,MASON
CORN,4,2022,ILLINOIS,MENARD
CORN,12,2022,ILLINOIS,PEORIA
CORN,7,2022,ILLINOIS,STARK
CORN,14,2022,ILLINOIS,TAZEWELL
CORN,4,2022,ILLINOIS,WOODFORD
CORN,1,2022,ILLINOIS,CHAMPAIGN
CORN,3,2022,ILLINOIS,FORD
CORN,4,2022,ILLINOIS,IROQUOIS
CORN,2,2022,ILLINOIS,KANKAKEE
CORN,6,2022,ILLINOIS,LIVINGSTON
CORN,1,2022,ILLINOIS,PIATT
CORN,2,2022,ILLINOIS,VERMILION
CORN,14,2022,ILLINOIS,BOND
CORN,5,2022,ILLINOIS,CHRISTIAN
CORN,8,2022,ILLINOIS,GREENE
CORN,9,2022,ILLINOIS,JERSEY
CORN,18,2022,ILLINOIS,MACOUPIN
CORN,20,2022,ILLINOIS,MADISON
CORN,12,2022,ILLINOIS,MONTGOMERY
CORN,8,2022,ILLINOIS,MORGAN
CORN,11,2022,ILLINOIS,PIKE
CORN,5,2022,ILLINOIS,SANGAMON
CORN,10,2022,ILLINOIS,SCOTT
CORN,1,2022,ILLINOIS,CLARK
CORN,1,2022,ILLINOIS,CLAY
CORN,2,2022,ILLINOIS,COLES
CORN,7,2022,ILLINOIS,CUMBERLAND
CORN,5,2022,ILLINOIS,DOUGLAS
CORN,1,2022,ILLINOIS,EDGAR
CORN,11,2022,ILLINOIS,EFFINGHAM
CORN,12,2022,ILLINOIS,FAYETTE
CORN,12,2022,ILLINOIS,JASPER
CORN,6,2022,ILLINOIS,MARION
CORN,9,2022,ILLINOIS,MOULTRIE
CORN,6,2022,ILLINOIS,RICHLAND
CORN,4,2022,ILLINOIS,SHELBY
CORN,47,2022,ILLINOIS,CLINTON
CORN,9,2022,ILLINOIS,JACKSON
CORN,11,2022,ILLINOIS,MONROE
CORN,4,2022,ILLINOIS,PERRY
CORN,6,2022,ILLINOIS,RANDOLPH
CORN,13,2022,ILLINOIS,ST CLAIR
CORN,1,2022,ILLINOIS,UNION
CORN,26,2022,ILLINOIS,WASHINGTON
CORN,6,2022,ILLINOIS,EDWARDS
CORN,8,2022,ILLINOIS,FRANKLIN
CORN,8,2022,ILLINOIS,HAMILTON
CORN,2,2022,ILLINOIS,JEFFERSON
CORN,1,2022,ILLINOIS,POPE
CORN,2,2022,ILLINOIS,SALINE
CORN,2,2022,ILLINOIS,WABASH
CORN,"6,772",2022,ILLINOIS,BUREAU
CORN,"31,527",2022,ILLINOIS,CARROLL
CORN,"3,736",2022,ILLINOIS,HENRY
CORN,"100,360",2022,ILLINOIS,JO DAVIESS
CORN,"2,842",2022,ILLINOIS,LEE
CORN,"3,991",2022,ILLINOIS,MERCER
CORN,"25,687",2022,ILLINOIS,OGLE
CORN,,2022,ILLINOIS,PUTNAM
CORN,"10,752",2022,ILLINOIS,ROCK ISLAND
CORN,"138,556",2022,ILLINOIS,STEPHENSON
CORN,"14,662",2022,ILLINOIS,WHITESIDE
CORN,"21,016",2022,ILLINOIS,WINNEBAGO
CORN,"12,626",2022,ILLINOIS,BOONE
CORN,"14,584",2022,ILLINOIS,DE KALB
CORN,"3,994",2022,ILLINOIS,KANE
CORN,,2022,ILLINOIS,KENDALL
CORN,,2022,ILLINOIS,LAKE
CORN,,2022,ILLINOIS,LA SALLE
CORN,"37,645",2022,ILLINOIS,MCHENRY
CORN,"9,601",2022,ILLINOIS,ADAMS
CORN,"6,079",2022,ILLINOIS,BROWN
CORN,"18,241",2022,ILLINOIS,FULTON
CORN,"3,719",2022,ILLINOIS,HANCOCK
CORN,"7,199",2022,ILLINOIS,HENDERSON
CORN,"7,794",2022,ILLINOIS,KNOX
CORN,"10,966",2022,ILLINOIS,MCDONOUGH
CORN,,2022,ILLINOIS,SCHUYLER
CORN,,2022,ILLINOIS,WARREN
CORN,"4,741",2022,ILLINOIS,DE WITT
CORN,"1,845",2022,ILLINOIS,LOGAN
CORN,"48,864",2022,ILLINOIS,MCLEAN
CORN,,2022,ILLINOIS,MARSHALL
CORN,"1,916",2022,ILLINOIS,MASON
CORN,"1,073",2022,ILLINOIS,MENARD
CORN,"6,156",2022,ILLINOIS,PEORIA
CORN,"3,754",2022,ILLINOIS,STARK
CORN,"12,770",2022,ILLINOIS,TAZEWELL
CORN,"2,159",2022,ILLINOIS,WOODFORD
CORN,,2022,ILLINOIS,CHAMPAIGN
CORN,"1,024",2022,ILLINOIS,FORD
CORN,,2022,ILLINOIS,IROQUOIS
CORN,,2022,ILLINOIS,KANKAKEE
CORN,"5,573",2022,ILLINOIS,LIVINGSTON
CORN,,2022,ILLINOIS,PIATT
CORN,,2022,ILLINOIS,VERMILION
CORN,"14,917",2022,ILLINOIS,BOND
CORN,"1,545",2022,ILLINOIS,CHRISTIAN
CORN,"4,575",2022,ILLINOIS,GREENE
CORN,"3,714",2022,ILLINOIS,JERSEY
CORN,"31,640",2022,ILLINOIS,MACOUPIN
CORN,"9,896",2022,ILLINOIS,MADISON
CORN,"8,396",2022,ILLINOIS,MONTGOMERY
CORN,"15,711",2022,ILLINOIS,MORGAN
CORN,"2,435",2022,ILLINOIS,PIKE
CORN,"6,277",2022,ILLINOIS,SANGAMON
CORN,"8,616",2022,ILLINOIS,SCOTT
CORN,,2022,ILLINOIS,CLARK
CORN,,2022,ILLINOIS,CLAY
CORN,,2022,ILLINOIS,COLES
CORN,"6,510",2022,ILLINOIS,CUMBERLAND
CORN,"1,254",2022,ILLINOIS,DOUGLAS
CORN,,2022,ILLINOIS,EDGAR
CORN,"11,434",2022,ILLINOIS,EFFINGHAM
CORN,"6,015",2022,ILLINOIS,FAYETTE
CORN,"17,562",2022,ILLINOIS,JASPER
CORN,"1,203",2022,ILLINOIS,MARION
CORN,"2,936",2022,ILLINOIS,MOULTRIE
CORN,,2022,ILLINOIS,RICHLAND
CORN,"4,651",2022,ILLINOIS,SHELBY
CORN,"92,383",2022,ILLINOIS,CLINTON
CORN,"8,902",2022,ILLINOIS,JACKSON
CORN,"12,660",2022,ILLINOIS,MONROE
CORN,"4,179",2022,ILLINOIS,PERRY
CORN,"8,933",2022,ILLINOIS,RANDOLPH
CORN,"13,997",2022,ILLINOIS,ST CLAIR
CORN,,2022,ILLINOIS,UNION
CORN,"57,608",2022,ILLINOIS,WASHINGTON
CORN,"4,371",2022,ILLINOIS,EDWARDS
CORN,"11,578",2022,ILLINOIS,FRANKLIN
CORN,"3,566",2022,ILLINOIS,HAMILTON
CORN,,2022,ILLINOIS,JEFFERSON
CORN,,2022,ILLINOIS,POPE
CORN,,2022,ILLINOIS,SALINE
CORN,,2022,ILLINOIS,WABASH
CORN,"13,843",2022,ILLINOIS,BUREAU
CORN,"3,661",2022,ILLINOIS,CARROLL
CORN,"5,344",2022,ILLINOIS,HENRY
CORN,"16,613",2022,ILLINOIS,LEE
CORN,"6,573",2022,ILLINOIS,MERCER
CORN,523,2022,ILLINOIS,OGLE
CORN,"3,881",2022,ILLINOIS,ROCK ISLAND
CORN,371,2022,ILLINOIS,STEPHENSON
CORN,"34,788",2022,ILLINOIS,WHITESIDE
CORN,386,2022,ILLINOIS,WINNEBAGO
CORN,315,2022,ILLINOIS,BOONE
CORN,3,2022,ILLINOIS,COOK
CORN,403,2022,ILLINOIS,DE KALB
CORN,181,2022,ILLINOIS,KANE
CORN,,2022,ILLINOIS,KENDALL
CORN,,2022,ILLINOIS,LAKE
CORN,"3,942",2022,ILLINOIS,LA SALLE
CORN,"4,388",2022,ILLINOIS,MCHENRY
CORN,56,2022,ILLINOIS,WILL
CORN,"4,314",2022,ILLINOIS,ADAMS
CORN,280,2022,ILLINOIS,BROWN
CORN,905,2022,ILLINOIS,FULTON
CORN,"3,236",2022,ILLINOIS,HANCOCK
CORN,"12,661",2022,ILLINOIS,HENDERSON
CORN,104,2022,ILLINOIS,KNOX
CORN,,2022,ILLINOIS,MCDONOUGH
CORN,"1,278",2022,ILLINOIS,SCHUYLER
CORN,,2022,ILLINOIS,WARREN
CORN,"3,641",2022,ILLINOIS,LOGAN
CORN,"1,126",2022,ILLINOIS,MCLEAN
CORN,,2022,ILLINOIS,MACON
CORN,"2,644",2022,ILLINOIS,MARSHALL
CORN,"62,950",2022,ILLINOIS,MASON
CORN,"4,301",2022,ILLINOIS,MENARD
CORN,"1,263",2022,ILLINOIS,PEORIA
CORN,"26,917",2022,ILLINOIS,TAZEWELL
CORN,488,2022,ILLINOIS,WOODFORD
CORN,"7,941",2022,ILLINOIS,CHAMPAIGN
CORN,717,2022,ILLINOIS,FORD
CORN,"3,226",2022,ILLINOIS,IROQUOIS
CORN,"7,391",2022,ILLINOIS,KANKAKEE
CORN,90,2022,ILLINOIS,LIVINGSTON
CORN,,2022,ILLINOIS,PIATT
CORN,"1,398",2022,ILLINOIS,VERMILION
CORN,,2022,ILLINOIS,BOND
CORN,"13,943",2022,ILLINOIS,CASS
CORN,,2022,ILLINOIS,CHRISTIAN
CORN,,2022,ILLINOIS,GREENE
CORN,,2022,ILLINOIS,MACOUPIN
CORN,110,2022,ILLINOIS,MADISON
CORN,,2022,ILLINOIS,MONTGOMERY
CORN,"1,525",2022,ILLINOIS,MORGAN
CORN,"3,216",2022,ILLINOIS,PIKE
CORN,,2022,ILLINOIS,SANGAMON
CORN,"1,451",2022,ILLINOIS,SCOTT
CORN,"5,140",2022,ILLINOIS,CLARK
CORN,"7,980",2022,ILLINOIS,CRAWFORD
CORN,143,2022,ILLINOIS,CUMBERLAND
CORN,346,2022,ILLINOIS,EDGAR
CORN,125,2022,ILLINOIS,EFFINGHAM
CORN,,2022,ILLINOIS,JASPER
CORN,"17,675",2022,ILLINOIS,LAWRENCE
CORN,146,2022,ILLINOIS,MOULTRIE
CORN,345,2022,ILLINOIS,SHELBY
CORN,,2022,ILLINOIS,ALEXANDER
CORN,,2022,ILLINOIS,CLINTON
CORN,"3,904",2022,ILLINOIS,JACKSON
CORN,,2022,ILLINOIS,JOHNSON
CORN,657,2022,ILLINOIS,MONROE
CORN,"4,353",2022,ILLINOIS,PULASKI
CORN,,2022,ILLINOIS,RANDOLPH
CORN,346,2022,ILLINOIS,ST CLAIR
CORN,,2022,ILLINOIS,UNION
CORN,,2022,ILLINOIS,WASHINGTON
CORN,26,2022,ILLINOIS,FRANKLIN
CORN,"16,511",2022,ILLINOIS,GALLATIN
CORN,"6,487",2022,ILLINOIS,MASSAC
CORN,,2022,ILLINOIS,POPE
CORN,60,2022,ILLINOIS,SALINE
CORN,962,2022,ILLINOIS,WABASH
CORN,"1,772",2022,ILLINOIS,WAYNE
CORN,"10,636",2022,ILLINOIS,WHITE
CORN,47,2022,ILLINOIS,BUREAU
CORN,7,2022,ILLINOIS,CARROLL
CORN,29,2022,ILLINOIS,HENRY
CORN,47,2022,ILLINOIS,LEE
CORN,14,2022,ILLINOIS,MERCER
CORN,6,2022,ILLINOIS,OGLE
CORN,22,2022,ILLINOIS,ROCK ISLAND
CORN,5,2022,ILLINOIS,STEPHENSON
CORN,131,2022,ILLINOIS,WHITESIDE
CORN,4,2022,ILLINOIS,WINNEBAGO
CORN,8,2022,ILLINOIS,BOONE
CORN,3,2022,ILLINOIS,COOK
CORN,3,2022,ILLINOIS,DE KALB
CORN,7,2022,ILLINOIS,KANE
CORN,2,2022,ILLINOIS,KENDALL
CORN,2,2022,ILLINOIS,LAKE
CORN,10,2022,ILLINOIS,LA SALLE
CORN,16,2022,ILLINOIS,MCHENRY
CORN,4,2022,ILLINOIS,WILL
CORN,9,2022,ILLINOIS,ADAMS
CORN,3,2022,ILLINOIS,BROWN
CORN,4,2022,ILLINOIS,FULTON
CORN,11,2022,ILLINOIS,HANCOCK
CORN,48,2022,ILLINOIS,HENDERSON
CORN,6,2022,ILLINOIS,KNOX
CORN,1,2022,ILLINOIS,MCDONOUGH
CORN,5,2022,ILLINOIS,SCHUYLER
CORN,1,2022,ILLINOIS,WARREN
CORN,15,2022,ILLINOIS,LOGAN
CORN,6,2022,ILLINOIS,MCLEAN
CORN,2,2022,ILLINOIS,MACON
CORN,18,2022,ILLINOIS,MARSHALL
CORN,201,2022,ILLINOIS,MASON
CORN,22,2022,ILLINOIS,MENARD
CORN,10,2022,ILLINOIS,PEORIA
CORN,86,2022,ILLINOIS,TAZEWELL
CORN,7,2022,ILLINOIS,WOODFORD
CORN,31,2022,ILLINOIS,CHAMPAIGN
CORN,6,2022,ILLINOIS,FORD
CORN,21,2022,ILLINOIS,IROQUOIS
CORN,24,2022,ILLINOIS,KANKAKEE
CORN,3,2022,ILLINOIS,LIVINGSTON
CORN,3,2022,ILLINOIS,PIATT
CORN,11,2022,ILLINOIS,VERMILION
CORN,2,2022,ILLINOIS,BOND
CORN,41,2022,ILLINOIS,CASS
CORN,1,2022,ILLINOIS,CHRISTIAN
CORN,2,2022,ILLINOIS,GREENE
CORN,2,2022,ILLINOIS,MACOUPIN
CORN,4,2022,ILLINOIS,MADISON
CORN,1,2022,ILLINOIS,MONTGOMERY
CORN,8,2022,ILLINOIS,MORGAN
CORN,18,2022,ILLINOIS,PIKE
CORN,1,2022,ILLINOIS,SANGAMON
CORN,11,2022,ILLINOIS,SCOTT
CORN,19,2022,ILLINOIS,CLARK
CORN,26,2022,ILLINOIS,CRAWFORD
CORN,3,2022,ILLINOIS,CUMBERLAND
CORN,6,2022,ILLINOIS,EDGAR
CORN,3,2022,ILLINOIS,EFFINGHAM
CORN,1,2022,ILLINOIS,JASPER
CORN,26,2022,ILLINOIS,LAWRENCE
CORN,6,2022,ILLINOIS,MOULTRIE
CORN,3,2022,ILLINOIS,SHELBY
CORN,1,2022,ILLINOIS,ALEXANDER
CORN,2,2022,ILLINOIS,CLINTON
CORN,19,2022,ILLINOIS,JACKSON
CORN,1,2022,ILLINOIS,JOHNSON
CORN,9,2022,ILLINOIS,MONROE
CORN,8,2022,ILLINOIS,PULASKI
CORN,1,2022,ILLINOIS,RANDOLPH
CORN,4,2022,ILLINOIS,ST CLAIR
CORN,3,2022,ILLINOIS,UNION
CORN,3,2022,ILLINOIS,WASHINGTON
CORN,4,2022,ILLINOIS,FRANKLIN
CORN,24,2022,ILLINOIS,GALLATIN
CORN,27,2022,ILLINOIS,MASSAC
CORN,1,2022,ILLINOIS,POPE
CORN,3,2022,ILLINOIS,SALINE
CORN,5,2022,ILLINOIS,WABASH
CORN,8,2022,ILLINOIS,WAYNE
CORN,21,2022,ILLINOIS,WHITE
CORN,8,2022,ILLINOIS,BUREAU
CORN,,2022,ILLINOIS,CARROLL
CORN,,2022,ILLINOIS,JO DAVIESS
CORN,,2022,ILLINOIS,STEPHENSON
CORN,,2022,ILLINOIS,WHITESIDE
CORN,,2022,ILLINOIS,FULTON
CORN,,2022,ILLINOIS,HENDERSON
CORN,,2022,ILLINOIS,KANKAKEE
CORN,,2022,ILLINOIS,WASHINGTON
CORN,4,2022,ILLINOIS,BUREAU
CORN,1,2022,ILLINOIS,CARROLL
CORN,2,2022,ILLINOIS,JO DAVIESS
CORN,1,2022,ILLINOIS,STEPHENSON
CORN,1,2022,ILLINOIS,WHITESIDE
CORN,1,2022,ILLINOIS,FULTON
CORN,1,2022,ILLINOIS,HENDERSON
